Unprovoked,diving,diving,spearfishing,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,skindiving,,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,floating,in,inner,tube,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Provoked,holding,leader,dangling,it,above,,,,,,,,,,,,,,
Unprovoked,surfing,treading,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,snorkeling,,,,,,,,,,,,,,,,,,
Unprovoked,kayak,fishing,,,,,,,,,,,,,,,,,
Unprovoked,boogie,boarding,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,paddle,boarding,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,attempting,rescue,a,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,kayaking,fishing,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,floating,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,snorkeling,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,diving,diving,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,standing,stepped,,,,,,,,,,,,,,,,,
Unprovoked,walking,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,splashing,wading,,,,,,,,,,,,,,,,,
Unprovoked,surfing,lying,prone,his,board,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,diving,diving,submerged,,,,,,,,,,,,,,,,
Unprovoked,snorkeling,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wade,fishing,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,sittting,in,his,child,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,free,diving,spearfishing,submerged,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,resting,board,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,diving,diving,submerged,,,,,,,,,,,,,,,,
Unprovoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,free,diving,abalone,,,,,,,,,,,,,,,,
Unprovoked,clamming,,,,,,,,,,,,,,,,,,
Unprovoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,rolled,off,raft,,,,,,,,,,,,,,,,
Unprovoked,spearfishing,,,,,,,,,,,,,,,,,,
Provoked,free,diving,,,,,,,,,,,,,,,,,
Provoked,spearfishing,diving,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,spearfishing,,,,,,,,,,,,,,,,,,
Unprovoked,spearfishing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,snorkeling,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,stand,up,paddle,boarding,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,skimboarding,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,boarding,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,paddle,boarding,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,paddle,boarding,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,walking,out,of,after,surfing,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,walking,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,jumping,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Provoked,fishing,removing,from,his,line,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,boarding,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,standing,in,waist,deep,helping,his,father,tend,a,gill,net,containing,dead,fish,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,boarding,,,,,,,,,,,,,,,,,,
Unprovoked,playing,in,knee,deep,,,,,,,,,,,,,,,
Unprovoked,skindiving,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,commercial,spearfishing,,,,,,,,,,,,,,,,,
Unprovoked,diving,abalone,hookah,submerged,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Provoked,diving,abalone,,,,,,,,,,,,,,,,,
Unprovoked,diving,diving,,,,,,,,,,,,,,,,,
Unprovoked,walking,,,,,,,,,,,,,,,,,,
Provoked,spearishing,,,,,,,,,,,,,,,,,,
Unprovoked,snorkeling,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,boogie,boarding,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,walking,,,,,,,,,,,,,,,,,,
Provoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,boogie,boarding,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,boogie,boarding,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Provoked,diving,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Provoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,fishing,from,surfboard,,,,,,,,,,,,,,,,
Unprovoked,boogie,boarding,,,,,,,,,,,,,,,,,
Unprovoked,boogie,boarding,,,,,,,,,,,,,,,,,
Unprovoked,boogie,boarding,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,dolphins,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,hookah,diving,abalone,descending,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,diving,,,,,,,,,,,,,,,,,,
Unprovoked,free,diving,abalone,from,zodiac,submerged,,,,,,,,,,,,,
Unprovoked,diving,diving,,,,,,,,,,,,,,,,,
Unprovoked,free,diving,abalone,,,,,,,,,,,,,,,,
Unprovoked,surf,fishing,wading,,,,,,,,,,,,,,,,
Unprovoked,surf,fishing,in,waist,deep,,,,,,,,,,,,,,
Unprovoked,playing,in,surf,his,child,,,,,,,,,,,,,,
Unprovoked,free,diving,,,,,,,,,,,,,,,,,
Provoked,spearfishing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,surface,,,,,,,,,,,,,,,,,
Unprovoked,wing,foil,surfing,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,standing,snorkeling,,,,,,,,,,,,,,,,,
Unprovoked,free,diving,photographing,pilot,whales,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,boogie,boarding,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,near,a,fishing,net,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,behind,sailboat,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,but,lying,prone,his,board,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,diving,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,floating,a,raft,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,spearfishing,but,surface,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,diving,diving,,,,,,,,,,,,,,,,,
Unprovoked,fishing,,,,,,,,,,,,,,,,,,
Provoked,surf,fishing,,,,,,,,,,,,,,,,,
Unprovoked,accidentally,dragged,overboard,from,sampan,holokahana,into,school,of,yellowfin,tuna,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,filming,,,,,,,,,,,,,,,,,,
Unprovoked,shipwreck,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,boogie,boarding,,,,,,,,,,,,,,,,,
Unprovoked,boarding,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,floating,,,,,,,,,,,,,,,,,,
Unprovoked,kite,surfing,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,floating,in,tube,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,diving,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,jet,skiing,,,,,,,,,,,,,,,,,
Unprovoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,playing,soccer,in,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,floating,face,down,in,knee,deep,,,,,,,,,,,,,
Unprovoked,spearfishing,holding,mesh,bag,speared,fish,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,playing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,spearfishing,using,diving,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Provoked,testing,anti,cage,,,,,,,,,,,,,,,,
Unprovoked,spearfishing,diving,diving,surface,,,,,,,,,,,,,,,
Unprovoked,net,fishing,picking,catch,from,net,,,,,,,,,,,,,
Provoked,fishing,tossing,netted,onboard,,,,,,,,,,,,,,,
Unprovoked,swimming,surface,through,school,of,feeding,sharks,,,,,,,,,,,,
Provoked,spearfishing,joe,turner,attracted,speared,halibut,belt,of,one,diver,tried,ide,s,speargun,he,shot,it,in,mouth
Unprovoked,swimming,near,pier,,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,near,breakwater,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,paddleboarding,,,,,,,,,,,,,,,,,,
Unprovoked,lifeguard,training,exercise,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Provoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,spearfishing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,photographing,fish,,,,,,,,,,,,,,,,,
Provoked,spearfishing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,kite,surfing,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,walking,out,of,after,surfing,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,free,diving,abalone,,,,,,,,,,,,,,,,
Unprovoked,jumped,off,rocks,into,white,,,,,,,,,,,,,,
Unprovoked,boarding,,,,,,,,,,,,,,,,,,
Unprovoked,board,sailing,,,,,,,,,,,,,,,,,
Provoked,fishing,stepped,hooked,s,head,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Provoked,diving,in,sharkey,s,reef,restaurant,s,aquarium,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,spearfishing,,,,,,,,,,,,,,,,,,
Unprovoked,diving,diving,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Provoked,diving,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,spearfishing,using,diving,,,,,,,,,,,,,,,,
Unprovoked,swept,out,sea,while,net,fishing,,,,,,,,,,,,,
Unprovoked,treading,,,,,,,,,,,,,,,,,,
Provoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surf,fishing,,,,,,,,,,,,,,,,,
Unprovoked,swimming,or,snorkeling,,,,,,,,,,,,,,,,
Unprovoked,lifeguard,exercises,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,paddle,boarding,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,wading,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,boarding,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,snorkeling,,,,,,,,,,,,,,,,,,
Unprovoked,diving,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,diving,diving,,,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,spearfishing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,snorkeling,,,,,,,,,,,,,,,,,,
Unprovoked,boarding,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,treading,surfing,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,jumping,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,standing,,,,,,,,,,,,,,,,,,
Unprovoked,swimming,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,floating,a,raft,,,,,,,,,,,,,,,,
Provoked,fishing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,boogie,boarding,,,,,,,,,,,,,,,,,
Unprovoked,swimming,surfing,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,surfboard,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
Unprovoked,wading,surfing,,,,,,,,,,,,,,,,,
Unprovoked,surfing,,,,,,,,,,,,,,,,,,
